issue_type,sample_id,related_ids,field,details,severity,check_scope
near_duplicate_content,NEWS-EVAL-039,NEWS-EVAL-071,content,正文相似度=0.8054; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-026,NEWS-EVAL-038,content,正文相似度=0.8053; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-026,NEWS-EVAL-062,content,正文相似度=0.8053; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-022,NEWS-EVAL-046,content,正文相似度=0.8053; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-023,NEWS-EVAL-055,content,正文相似度=0.8052; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-032,NEWS-EVAL-056,content,正文相似度=0.8049; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-006,NEWS-EVAL-066,content,正文相似度=0.8048; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-014,NEWS-EVAL-070,content,正文相似度=0.8044; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-027,NEWS-EVAL-047,content,正文相似度=0.8043; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-040,NEWS-EVAL-052,content,正文相似度=0.8043; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-042,NEWS-EVAL-058,content,正文相似度=0.8043; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-053,NEWS-EVAL-069,content,正文相似度=0.8043; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-002,NEWS-EVAL-070,content,正文相似度=0.8038; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-054,NEWS-EVAL-074,content,正文相似度=0.8038; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-063,NEWS-EVAL-067,content,正文相似度=0.8038; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-008,NEWS-EVAL-068,content,正文相似度=0.8035; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-008,NEWS-EVAL-060,content,正文相似度=0.8035; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-006,NEWS-EVAL-054,content,正文相似度=0.8034; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-010,NEWS-EVAL-070,content,正文相似度=0.8034; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-006,NEWS-EVAL-074,content,正文相似度=0.8033; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-019,NEWS-EVAL-027,content,正文相似度=0.8033; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-050,NEWS-EVAL-066,content,正文相似度=0.8033; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-005,NEWS-EVAL-069,content,正文相似度=0.8032; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-008,NEWS-EVAL-048,content,正文相似度=0.8030; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-024,NEWS-EVAL-032,content,正文相似度=0.8030; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-022,NEWS-EVAL-026,content,正文相似度=0.8029; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-026,NEWS-EVAL-046,content,正文相似度=0.8029; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-046,NEWS-EVAL-062,content,正文相似度=0.8029; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-044,NEWS-EVAL-068,content,正文相似度=0.8025; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-044,NEWS-EVAL-060,content,正文相似度=0.8025; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-068,NEWS-EVAL-076,content,正文相似度=0.8020; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-012,NEWS-EVAL-076,content,正文相似度=0.8019; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-007,NEWS-EVAL-055,content,正文相似度=0.8019; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-027,NEWS-EVAL-063,content,正文相似度=0.8019; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-043,NEWS-EVAL-079,content,正文相似度=0.8019; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-031,NEWS-EVAL-055,content,正文相似度=0.8019; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-045,NEWS-EVAL-069,content,正文相似度=0.8016; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-028,NEWS-EVAL-064,content,正文相似度=0.8015; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-040,NEWS-EVAL-068,content,正文相似度=0.8015; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-040,NEWS-EVAL-060,content,正文相似度=0.8015; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-014,NEWS-EVAL-058,content,正文相似度=0.8014; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-009,NEWS-EVAL-065,content,正文相似度=0.8010; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-028,NEWS-EVAL-032,content,正文相似度=0.8010; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-024,NEWS-EVAL-052,content,正文相似度=0.8010; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-026,NEWS-EVAL-078,content,正文相似度=0.8010; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-042,NEWS-EVAL-046,content,正文相似度=0.8010; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-055,NEWS-EVAL-067,content,正文相似度=0.8010; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-059,NEWS-EVAL-067,content,正文相似度=0.8010; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-046,NEWS-EVAL-074,content,正文相似度=0.8010; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-062,NEWS-EVAL-078,content,正文相似度=0.8010; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-002,NEWS-EVAL-058,content,正文相似度=0.8009; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-028,NEWS-EVAL-076,content,正文相似度=0.8005; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-008,NEWS-EVAL-076,content,正文相似度=0.8005; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-052,NEWS-EVAL-068,content,正文相似度=0.8005; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-027,NEWS-EVAL-067,content,正文相似度=0.8005; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-042,NEWS-EVAL-066,content,正文相似度=0.8005; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-006,NEWS-EVAL-022,content,正文相似度=0.8005; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-022,NEWS-EVAL-062,content,正文相似度=0.8005; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-010,NEWS-EVAL-054,content,正文相似度=0.8000; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-014,NEWS-EVAL-066,content,正文相似度=0.8000; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-018,NEWS-EVAL-070,content,正文相似度=0.8000; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-024,NEWS-EVAL-076,content,正文相似度=0.8000; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-028,NEWS-EVAL-040,content,正文相似度=0.8000; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-031,NEWS-EVAL-047,content,正文相似度=0.8000; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-039,NEWS-EVAL-059,content,正文相似度=0.8000; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-047,NEWS-EVAL-059,content,正文相似度=0.8000; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-050,NEWS-EVAL-058,content,正文相似度=0.8000; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-051,NEWS-EVAL-067,content,正文相似度=0.8000; same_topic=False,warning,offline
near_duplicate_content,NEWS-EVAL-055,NEWS-EVAL-063,content,正文相似度=0.8000; same_topic=False,warning,offline
knowledge_text_embedded,NEWS-EVAL-001,EVAL-KB-0001,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-002,EVAL-KB-0001,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-003,EVAL-KB-0001,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-004,EVAL-KB-0001,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-005,EVAL-KB-0002,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-006,EVAL-KB-0002,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-007,EVAL-KB-0002,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-008,EVAL-KB-0002,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-009,EVAL-KB-0003,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-010,EVAL-KB-0003,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-011,EVAL-KB-0003,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-012,EVAL-KB-0003,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-013,EVAL-KB-0004,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-014,EVAL-KB-0004,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-015,EVAL-KB-0004,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-016,EVAL-KB-0004,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-017,EVAL-KB-0005,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-018,EVAL-KB-0005,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-019,EVAL-KB-0005,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-020,EVAL-KB-0005,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-021,EVAL-KB-0006,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-022,EVAL-KB-0006,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-023,EVAL-KB-0006,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-024,EVAL-KB-0006,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-025,EVAL-KB-0007,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-026,EVAL-KB-0007,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-027,EVAL-KB-0007,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-028,EVAL-KB-0007,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-029,EVAL-KB-0008,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-030,EVAL-KB-0008,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-031,EVAL-KB-0008,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-032,EVAL-KB-0008,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-033,EVAL-KB-0009,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-034,EVAL-KB-0009,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-035,EVAL-KB-0009,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-036,EVAL-KB-0009,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-037,EVAL-KB-0010,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-038,EVAL-KB-0010,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-039,EVAL-KB-0010,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-040,EVAL-KB-0010,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-041,EVAL-KB-0011,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-042,EVAL-KB-0011,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-043,EVAL-KB-0011,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-044,EVAL-KB-0011,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-045,EVAL-KB-0012,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-046,EVAL-KB-0012,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-047,EVAL-KB-0012,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-048,EVAL-KB-0012,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-049,EVAL-KB-0013,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-050,EVAL-KB-0013,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-051,EVAL-KB-0013,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-052,EVAL-KB-0013,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-053,EVAL-KB-0014,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-054,EVAL-KB-0014,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-055,EVAL-KB-0014,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-056,EVAL-KB-0014,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-057,EVAL-KB-0015,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-058,EVAL-KB-0015,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-059,EVAL-KB-0015,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-060,EVAL-KB-0015,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-061,EVAL-KB-0016,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-062,EVAL-KB-0016,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-063,EVAL-KB-0016,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-064,EVAL-KB-0016,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-065,EVAL-KB-0017,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-066,EVAL-KB-0017,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-067,EVAL-KB-0017,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-068,EVAL-KB-0017,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-069,EVAL-KB-0018,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-070,EVAL-KB-0018,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-071,EVAL-KB-0018,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-072,EVAL-KB-0018,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-073,EVAL-KB-0019,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-074,EVAL-KB-0019,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-075,EVAL-KB-0019,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-076,EVAL-KB-0019,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-077,EVAL-KB-0020,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-078,EVAL-KB-0020,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-079,EVAL-KB-0020,content,知识库正文被逐字包含在评测新闻正文中,high,offline
knowledge_text_embedded,NEWS-EVAL-080,EVAL-KB-0020,content,知识库正文被逐字包含在评测新闻正文中,high,offline
split_leakage_unverifiable,,,split/topic_id,数据无划分字段，无法验证同事件是否跨验证集和测试集,high,offline
